resourceId,timeBucket,cpuAvgPct,cpuMaxPct,memoryAvgPct,memoryMaxPct,networkInBytes,networkOutBytes
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-02T03:00:00Z,1.7,6.7,11.7,16.7,9090,6947
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-02T04:00:00Z,1.11,6.11,11.11,16.11,9074,4425
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-02T05:00:00Z,1.02,6.02,11.02,16.02,7489,2817
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-02T06:00:00Z,3.61,8.61,13.61,18.61,9197,9093
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-02T07:00:00Z,28.41,33.41,38.41,43.41,4174,3875
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-02T08:00:00Z,26.31,31.31,36.31,41.31,3101,2065
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-02T09:00:00Z,27.55,32.55,37.55,42.55,4734,9570
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-02T10:00:00Z,39.58,44.58,49.58,54.58,5494,4143
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-02T11:00:00Z,41.95,46.95,51.95,56.95,1378,9731
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-02T12:00:00Z,37.29,42.29,47.29,52.29,8437,1032
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-02T13:00:00Z,43.76,48.76,53.76,58.76,1849,6292
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-02T14:00:00Z,33.65,38.65,43.65,48.65,7666,5489
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-02T15:00:00Z,27.43,32.43,37.43,42.43,9491,8644
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-02T16:00:00Z,34.91,39.91,44.91,49.91,9474,1712
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-02T17:00:00Z,42.68,47.68,52.68,57.68,4678,1769
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-02T18:00:00Z,30.56,35.56,40.56,45.56,7882,9723
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-02T19:00:00Z,33.98,38.98,43.98,48.98,1084,7420
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-02T20:00:00Z,1.58,6.58,11.58,16.58,2340,1415
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-02T21:00:00Z,3.97,8.97,13.97,18.97,4696,7943
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-02T22:00:00Z,3.87,8.87,13.87,18.87,5095,4225
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-02T23:00:00Z,1.49,6.49,11.49,16.49,6092,2029
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-03T00:00:00Z,2.88,7.88,12.88,17.88,2584,1456
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-03T01:00:00Z,2.44,7.44,12.44,17.44,1393,6477
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-03T02:00:00Z,3.52,8.52,13.52,18.52,5049,2766
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-03T03:00:00Z,2.42,7.42,12.42,17.42,6583,1891
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-03T04:00:00Z,3.46,8.46,13.46,18.46,9514,4878
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-03T05:00:00Z,3.83,8.83,13.83,18.83,8184,2567
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-03T06:00:00Z,2.88,7.88,12.88,17.88,3045,2401
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-03T07:00:00Z,44.49,49.49,54.49,59.49,1546,7183
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-03T08:00:00Z,31.27,36.27,41.27,46.27,2065,3089
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-03T09:00:00Z,26.24,31.24,36.24,41.24,8240,1897
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-03T10:00:00Z,31.03,36.03,41.03,46.03,8075,2077
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-03T11:00:00Z,27.04,32.04,37.04,42.04,1914,1855
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-03T12:00:00Z,30.9,35.9,40.9,45.9,7249,7581
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-03T13:00:00Z,26.92,31.92,36.92,41.92,7735,4819
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-03T14:00:00Z,42.29,47.29,52.29,57.29,1173,8428
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-03T15:00:00Z,32.68,37.68,42.68,47.68,8014,2659
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-03T16:00:00Z,31.79,36.79,41.79,46.79,1425,8439
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-03T17:00:00Z,35.34,40.34,45.34,50.34,4153,2769
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-03T18:00:00Z,27.05,32.05,37.05,42.05,2106,4172
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-03T19:00:00Z,43.09,48.09,53.09,58.09,3064,9337
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-03T20:00:00Z,1.77,6.77,11.77,16.77,7897,8887
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-03T21:00:00Z,3.17,8.17,13.17,18.17,8284,4046
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-03T22:00:00Z,1.73,6.73,11.73,16.73,1722,1991
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-03T23:00:00Z,1.38,6.38,11.38,16.38,8140,9407
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-04T00:00:00Z,3.88,8.88,13.88,18.88,6861,6098
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-04T01:00:00Z,2.75,7.75,12.75,17.75,9866,3385
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-04T02:00:00Z,1.44,6.44,11.44,16.44,6057,6618
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-04T03:00:00Z,1.87,6.87,11.87,16.87,1132,9481
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-04T04:00:00Z,2.76,7.76,12.76,17.76,3369,1939
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-04T05:00:00Z,1.71,6.71,11.71,16.71,1894,7915
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-04T06:00:00Z,2.03,7.03,12.03,17.03,4282,4297
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-04T07:00:00Z,3.36,8.36,13.36,18.36,6595,4102
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-04T08:00:00Z,3.0,8.0,13.0,18.0,8657,6425
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-04T09:00:00Z,3.56,8.56,13.56,18.56,6499,5909
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-04T10:00:00Z,2.26,7.26,12.26,17.26,3658,2717
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-04T11:00:00Z,2.36,7.36,12.36,17.36,1691,9125
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-04T12:00:00Z,1.66,6.66,11.66,16.66,1060,4654
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-04T13:00:00Z,3.08,8.08,13.08,18.08,8643,4492
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-04T14:00:00Z,1.72,6.72,11.72,16.72,6431,7158
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-04T15:00:00Z,1.62,6.62,11.62,16.62,4018,1110
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-04T16:00:00Z,2.09,7.09,12.09,17.09,2208,6863
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-04T17:00:00Z,1.09,6.09,11.09,16.09,2887,3333
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-04T18:00:00Z,1.87,6.87,11.87,16.87,4185,6896
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-04T19:00:00Z,1.13,6.13,11.13,16.13,1486,4262
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-04T20:00:00Z,1.59,6.59,11.59,16.59,3853,4587
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-04T21:00:00Z,3.66,8.66,13.66,18.66,3855,6567
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-04T22:00:00Z,3.54,8.54,13.54,18.54,5029,3925
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-04T23:00:00Z,1.59,6.59,11.59,16.59,3884,5289
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-05T00:00:00Z,3.73,8.73,13.73,18.73,1343,3248
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-05T01:00:00Z,2.14,7.14,12.14,17.14,2818,6544
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-05T02:00:00Z,3.81,8.81,13.81,18.81,5998,8474
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-05T03:00:00Z,1.72,6.72,11.72,16.72,7100,3807
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-05T04:00:00Z,3.82,8.82,13.82,18.82,8106,2071
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-05T05:00:00Z,1.36,6.36,11.36,16.36,3142,4107
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-05T06:00:00Z,1.58,6.58,11.58,16.58,7196,7131
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-05T07:00:00Z,1.95,6.95,11.95,16.95,8037,5006
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-05T08:00:00Z,3.76,8.76,13.76,18.76,4098,9773
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-05T09:00:00Z,1.88,6.88,11.88,16.88,3434,6368
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-05T10:00:00Z,1.74,6.74,11.74,16.74,5588,3071
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-05T11:00:00Z,3.55,8.55,13.55,18.55,9011,4428
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-05T12:00:00Z,3.18,8.18,13.18,18.18,8711,2062
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-05T13:00:00Z,1.5,6.5,11.5,16.5,7358,9342
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-05T14:00:00Z,2.12,7.12,12.12,17.12,9501,8606
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-05T15:00:00Z,1.54,6.54,11.54,16.54,7125,9609
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-05T16:00:00Z,3.08,8.08,13.08,18.08,9106,8762
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-05T17:00:00Z,1.81,6.81,11.81,16.81,7569,1599
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-05T18:00:00Z,1.62,6.62,11.62,16.62,4325,8406
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-05T19:00:00Z,3.59,8.59,13.59,18.59,7486,4581
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-05T20:00:00Z,1.92,6.92,11.92,16.92,7178,3575
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-05T21:00:00Z,3.81,8.81,13.81,18.81,7129,5170
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-05T22:00:00Z,2.65,7.65,12.65,17.65,3200,2376
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-05T23:00:00Z,1.89,6.89,11.89,16.89,9500,6760
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-06T00:00:00Z,1.69,6.69,11.69,16.69,1674,8622
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-06T01:00:00Z,2.54,7.54,12.54,17.54,6511,7981
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-06T02:00:00Z,2.35,7.35,12.35,17.35,8086,7700
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-06T03:00:00Z,2.1,7.1,12.1,17.1,9151,6194
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-06T04:00:00Z,1.82,6.82,11.82,16.82,1404,3942
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-06T05:00:00Z,2.33,7.33,12.33,17.33,5351,2243
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-06T06:00:00Z,2.08,7.08,12.08,17.08,2350,5825
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-06T07:00:00Z,41.85,46.85,51.85,56.85,9401,9956
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-06T08:00:00Z,37.87,42.87,47.87,52.87,5528,4731
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-06T09:00:00Z,26.97,31.97,36.97,41.97,2168,6902
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-06T10:00:00Z,25.77,30.77,35.77,40.77,4281,6468
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-06T11:00:00Z,28.93,33.93,38.93,43.93,6394,5096
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-06T12:00:00Z,31.05,36.05,41.05,46.05,5496,4123
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-06T13:00:00Z,39.11,44.11,49.11,54.11,3258,9898
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-06T14:00:00Z,43.25,48.25,53.25,58.25,1139,5906
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-06T15:00:00Z,30.64,35.64,40.64,45.64,6679,7616
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-06T16:00:00Z,43.92,48.92,53.92,58.92,1194,8733
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-06T17:00:00Z,38.08,43.08,48.08,53.08,3445,7512
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-06T18:00:00Z,29.55,34.55,39.55,44.55,4438,8773
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-06T19:00:00Z,29.67,34.67,39.67,44.67,8679,8559
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-06T20:00:00Z,2.02,7.02,12.02,17.02,2406,6129
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-06T21:00:00Z,3.54,8.54,13.54,18.54,8025,7843
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-06T22:00:00Z,1.63,6.63,11.63,16.63,8372,1493
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-06T23:00:00Z,2.12,7.12,12.12,17.12,3102,6006
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-07T00:00:00Z,3.83,8.83,13.83,18.83,1158,9188
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-07T01:00:00Z,3.43,8.43,13.43,18.43,6810,6567
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-07T02:00:00Z,1.68,6.68,11.68,16.68,7974,7608
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-07T03:00:00Z,3.29,8.29,13.29,18.29,9808,5909
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-07T04:00:00Z,1.98,6.98,11.98,16.98,1380,1527
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-07T05:00:00Z,3.77,8.77,13.77,18.77,3518,6410
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-07T06:00:00Z,2.7,7.7,12.7,17.7,7404,7247
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-07T07:00:00Z,29.08,34.08,39.08,44.08,7400,2043
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-07T08:00:00Z,35.69,40.69,45.69,50.69,4085,8778
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-07T09:00:00Z,27.17,32.17,37.17,42.17,8397,5991
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-07T10:00:00Z,26.86,31.86,36.86,41.86,2709,3910
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-07T11:00:00Z,25.64,30.64,35.64,40.64,9005,1439
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-07T12:00:00Z,28.73,33.73,38.73,43.73,2138,7322
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-07T13:00:00Z,30.68,35.68,40.68,45.68,4818,5769
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-07T14:00:00Z,38.19,43.19,48.19,53.19,2146,8449
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-07T15:00:00Z,26.15,31.15,36.15,41.15,9495,1180
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-07T16:00:00Z,28.44,33.44,38.44,43.44,7731,7407
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-07T17:00:00Z,28.14,33.14,38.14,43.14,2814,3115
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,2026-04-07T18:00:00Z,35.73,40.73,45.73,50.73,8835,2126
